,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度
305,臺北市北投區行義路154巷1~30號,23.14,8.0,4,40,134.16,3,2,2,1,13400000,99881,RPVOMLOLKHPFFEA58CA,2,1,0,108,307326.1538461538,71.2,412.79999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1305259,121.5299129
306,臺北市北投區崇仁路一段31~60號,30.25,4.0,4,45,74.73,2,2,1,0,4700000,62893,RPSNMLNJKHPFFEA97DA,1,1,0,108,193516.92307692306,93.07692307692308,229.93846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.127458,121.501412
307,臺北市北投區中和街507巷1~30號,40.25,4.0,4,46,106.45,3,2,2,0,9500000,89244,RPVNMLPJKHPFFEA48DA,1,1,0,108,274596.92307692306,123.84615384615384,327.53846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1449058,121.4943195
308,臺北市北投區知行路271~300號,29.12,9.0,4,16,182.36,4,3,2,1,21500000,131044,RPOPMLLMJHPFFEA77DA,1,1,1,108,403212.3076923077,89.6,561.1076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.121305,121.467105
309,臺北市北投區義理街63巷1~30號,51.41,5.0,4,32,206.44,4,4,2,1,17500000,84770,RPTNMLKKLHPFFEA87CA,1,2,1,108,260830.76923076922,158.18461538461537,635.1999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1175365,121.514563
310,臺北市北投區自強街5巷31~60號,23.85,4.0,4,44,65.25,2,2,1,0,8100000,124138,RPVOMLMJLHPFFEA28CA,3,1,0,109,381963.07692307694,73.38461538461539,200.76923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1106537,121.5119361
311,臺北市北投區一德街31~60號,57.1,5.0,4,9,137.9,3,2,2,1,15000000,108774,RPQPMLKMJHPFFEA77CA,2,1,1,108,334689.23076923075,175.69230769230768,424.3076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1297874,121.467516
312,臺北市北投區大業路361~390號,61.75,4.0,4,46,151.83,3,2,2,0,18000000,118554,RPQNMLLMJHPFFEA67CA,1,1,0,109,364781.53846153844,190.0,467.1692307692308,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.136277,121.497606
313,臺北市北投區中和街507巷3弄1~30號,13.63,7.0,4,5,58.699999999999996,1,1,1,0,7700000,131175,RPVNMLLMJHPFFEA18CA,1,1,0,108,403615.3846153846,41.93846153846154,180.61538461538458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1447657,121.4942802
314,臺北市北投區公?路308巷1~30號,37.57,5.0,4,40,118.68,3,2,2,0,13900000,117122,RPTNMLKMJHPFFEA87CA,4,1,0,108,360375.3846153846,115.6,365.16923076923075,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1248535,121.5059722
315,臺北市北投區中央南路二段71巷1~30號,0.0,,2,100,155.0,2,1,0,0,2550000,16452,RPPNMLQJKHPFFEA87CA,0,1,0,108,50621.53846153846,0.0,476.9230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1225427,121.5005649
316,臺北市北投區致遠二路87巷31~60號,18.94,8.0,4,2,90.82,2,2,1,1,18850000,207553,RPOOMLPJKHPFFEA77CA,1,1,0,108,638624.6153846154,58.276923076923076,279.44615384615383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1161775,121.5115708
317,臺北市北投區溫泉路31~60號,21.93,13.0,4,11,135.63,3,2,1,1,15350000,113184,RPUPMLMKKHPFFEA28CA,1,1,1,108,348258.4615384615,67.47692307692307,417.3230769230769,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1339712,121.5034327
318,臺北市北投區中央北路三段31~60號,25.83,14.0,4,16,150.44,4,2,2,1,22200000,147567,RPTNMLLMJHPFFEA97CA,1,1,1,109,454052.3076923077,79.47692307692307,462.89230769230767,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.138109,121.485806
319,臺北市北投區中和街1~30號,9.3,17.0,4,21,76.3,1,1,1,1,13000000,170380,RPUNMLLMJHPFFEA08CA,4,1,0,108,524246.1538461538,28.615384615384617,234.76923076923075,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1453581,121.4946928
320,臺北市北投區中山路1~30號,4.13,8.0,4,43,25.5,1,0,1,0,2500000,98039,RPRPMLPKKHPFFEA28CA,1,1,0,109,301658.4615384615,12.707692307692307,78.46153846153845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1370957,121.5046366
321,臺北市北投區三合街二段421~450號,24.26,18.0,4,23,123.30000000000001,4,2,1,1,18800000,152474,RPPPMLLMJHPFFEA87DA,1,1,1,108,469150.7692307692,74.64615384615385,379.3846153846154,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1265556,121.5027979
322,臺北市北投區新民路1巷1~30號,10.58,7.0,4,41,50.05,1,1,1,1,4180000,83516,RPTNMLPJKHPFFEA28DA,2,1,0,109,256972.3076923077,32.55384615384615,154.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1396125,121.5078433
323,臺北市北投區中和街234巷1~30號,26.64,5.0,4,36,104.38,3,2,2,0,12000000,114965,RPQOMLOJKHPFFEA87CA,1,1,0,109,353738.4615384615,81.96923076923076,321.16923076923075,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.139543,121.501703
324,臺北市北投區磺港路121~150號,21.9,18.0,4,2,188.35000000000002,3,2,2,1,31000000,191104,RPVOMLOJKHPFFEA38CA,1,1,1,108,588012.3076923076,67.38461538461537,579.5384615384615,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1298243,121.5035223
325,臺北市北投區裕民二路31~60號,16.35,15.0,4,15,175.94,3,2,2,1,33680000,191429,RPSNMLOJKHPFFEA97CA,1,1,1,108,589012.3076923076,50.307692307692314,541.3538461538461,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1157247,121.5171391
326,臺北市北投區崗山路8巷1~30號,25.34,7.0,4,2,140.44,3,2,1,1,17200000,122472,RPUNMLOJKHPFFEA18CA,1,1,1,108,376836.92307692306,77.96923076923076,432.1230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1405517,121.4871673
327,臺北市北投區中和街31~60號,5.07,8.0,4,41,36.36,1,1,1,1,3300000,90759,RPUNMLLKKHPFFEA97CA,1,1,0,108,279258.4615384615,15.6,111.87692307692308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1380276,121.5027198
328,臺北市北投區公?路63巷21弄1~30號,23.75,4.0,3,52,79.23,2,1,1,0,4500000,56797,RPPOMLMKLHPFFEA77CA,2,1,0,108,174760.0,73.07692307692308,243.7846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1331945,121.5050598
329,臺北市北投區三合街一段31~60號,21.64,10.0,4,4,153.25,2,1,1,1,24930000,207181,RPQPMLRLKHPFFEA48CA,1,1,1,108,637480.0,66.58461538461539,471.53846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
330,臺北市北投區三合街一段31~60號,21.64,10.0,4,4,153.25,2,1,1,1,25000000,207831,RPSPMLRLKHPFFEA68CA,1,1,1,108,639480.0,66.58461538461539,471.53846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
331,臺北市北投區開明街31~60號,45.55,8.0,4,25,143.62,3,2,2,1,16800000,116975,RPPPMLRJKHPFFEA28DA,1,1,0,108,359923.07692307694,140.15384615384613,441.9076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1417714,121.5012637
332,臺北市北投區開明街1~30號,14.12,5.0,4,42,51.13,1,1,1,0,4380000,85664,RPQNMLRKKHPFFEA18CA,1,1,0,108,263581.53846153844,43.44615384615384,157.32307692307694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.141873,121.500611
333,臺北市北投區光明路181~210號,4.09,14.0,4,16,37.7,1,1,1,1,5850000,155172,RPOOMLMKLHPFFEA67CA,1,1,0,109,477452.3076923077,12.584615384615384,116.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1357587,121.5029471
334,臺北市北投區開明街1~30號,14.12,5.0,4,42,51.13,2,1,1,0,9050000,177000,RPPNMLPJKHPFFEA77CA,1,1,0,108,544615.3846153846,43.44615384615384,157.32307692307694,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.141873,121.500611
335,臺北市北投區光明路211~240號,11.07,10.0,4,44,98.25999999999999,3,1,1,1,12800000,130267,RPWNMLPJKHPFFEA48CA,1,1,0,109,400821.53846153844,34.06153846153846,302.3384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.13618,121.5037148
336,臺北市北投區三合街一段82巷91~120號,38.56,9.0,4,5,205.24,3,2,3,1,39200000,190996,RPPOMLQJKHPFFEA97CA,1,1,0,108,587680.0,118.64615384615385,631.5076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1290294,121.5043739
337,臺北市北投區大業路280巷21弄1~30號,25.25,4.0,4,44,75.16,3,2,2,0,10500000,139702,RPQOMLQJKHPFFEA08CA,1,1,0,108,429852.3076923077,77.6923076923077,231.26153846153844,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.127809,121.499152
338,臺北市北投區雙全街1~30號,10.55,13.0,4,14,122.27,2,2,1,1,15600000,127586,RPSOMLQJKHPFFEA28CA,2,1,1,108,392572.3076923077,32.46153846153846,376.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1391016,121.5014648
339,臺北市北投區文林北路94巷61~90號,30.0,3.0,3,49,58.53,2,2,1,0,7500000,128139,RPSNMLQJKHPFFEA18CA,1,1,0,108,394273.8461538461,92.3076923076923,180.09230769230768,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1070998,121.5189964
340,臺北市北投區復興四路12巷1~30號,29.2,6.0,4,45,120.66,3,2,2,1,11600000,96138,RPUNMLQJKHPFFEA38CA,1,1,0,108,295809.23076923075,89.84615384615384,371.26153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.141359,121.500677
341,臺北市北投區光明路181~210號,5.73,14.0,4,16,55.25,1,1,1,1,8500000,153846,RPUNMLRJKHPFFEA48CA,1,1,1,109,473372.3076923077,17.630769230769232,170.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1357587,121.5029471
342,臺北市北投區裕民六路114巷35弄1~30號,16.42,4.0,4,45,49.7,2,2,1,0,6900000,138833,RPPOMLNKKHPFFEA77CA,1,1,0,108,427178.4615384615,50.52307692307693,152.92307692307693,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.11458,121.5186801
343,臺北市北投區中山路31~60號,11.83,4.0,4,37,67.95,1,1,1,1,6300000,92715,RPROMLNKKHPFFEA97CA,8,2,0,109,285276.92307692306,36.4,209.07692307692307,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.138522,121.511218
344,臺北市北投區自強街151~180號,27.57,5.0,4,40,114.72999999999999,3,2,2,0,12700000,110695,RPPOMLPJLHPFFEA97CA,1,1,0,108,340600.0,84.83076923076923,353.01538461538456,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1110235,121.5164184
345,臺北市北投區溫泉路37巷1~30號,13.36,13.0,4,16,88.74,2,1,1,1,10000000,112689,RPROMLKLKHPFFEA77CA,2,2,1,109,346735.3846153846,41.107692307692304,273.0461538461538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1344321,121.5026609
346,臺北市北投區中山路1~30號,7.75,8.0,4,43,44.980000000000004,1,1,1,1,5450000,121165,RPSNMLSJKHPFFEA48DA,1,1,0,108,372815.3846153846,23.846153846153847,138.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1370957,121.5046366
347,臺北市北投區自強街61~90號,91.67,3.0,3,52,197.81,2,2,2,0,30000000,151661,RPQNMLQJKHPFFEA08DA,2,2,0,109,466649.23076923075,282.0615384615385,608.6461538461539,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1106951,121.5139324
348,臺北市北投區西安街二段241~270號,7.34,7.0,4,12,30.0,1,1,1,1,6950000,231667,RPVNMLLKKHPFFEA18DA,1,1,0,108,712821.5384615384,22.584615384615383,92.3076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.120156,121.5084188
349,臺北市北投區尊賢街243巷1~30號,40.25,4.0,4,48,89.07,3,2,1,0,9305555,104475,RPSNMLMKKHPFFEA97DA,1,1,0,109,321461.53846153844,123.84615384615384,274.0615384615384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1169823,121.5071471
350,臺北市北投區溫泉路73巷1~30號,7.8,12.0,4,12,50.56,1,1,1,1,8000000,158228,RPVNMLRJKHPFFEA58CA,1,1,0,108,486855.3846153846,24.0,155.56923076923078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.135676,121.505196
351,臺北市北投區泉源路35巷1~30號,21.3,5.0,4,43,85.37,3,2,2,1,7300000,85510,RPPPMLQJKHPFFEA08CA,1,1,0,109,263107.6923076923,65.53846153846153,262.67692307692306,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.140505,121.506215
352,臺北市北投區復興四路12巷1~30號,29.2,6.0,4,45,122.11,3,2,2,1,13880000,113668,RPROMLRJKHPFFEA28CA,1,1,0,108,349747.6923076923,89.84615384615384,375.7230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.141359,121.500677
353,臺北市北投區自強街120巷15弄1~30號,28.0,5.0,4,36,107.42999999999999,3,1,1,0,14500000,134972,RPRNMLNKKHPFFEA87CA,3,1,0,109,415298.4615384615,86.15384615384615,330.5538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1104634,121.5162451
354,臺北市北投區致遠三路31~60號,28.59,5.0,4,37,109.07000000000001,3,2,2,0,15850000,145320,RPVNMLOKKHPFFEA38CA,1,1,0,108,447138.4615384615,87.96923076923076,335.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1202582,121.5117327
355,臺北市北投區中央南路一段121~150號,59.75,2.0,3,50,63.7,3,2,1,0,20659734,324329,RPQOMLKKKHPFFEA57CA,1,1,0,108,997935.3846153846,183.84615384615384,196.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1303314,121.5012103
356,臺北市北投區中央南路一段121~150號,59.75,2.0,3,57,63.46,3,2,1,0,30989600,488333,RPROMLKKKHPFFEA67CA,1,1,0,108,1502563.0769230768,183.84615384615384,195.26153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1303314,121.5012103
357,臺北市北投區吉利街151~180號,49.25,4.0,4,46,128.25,3,2,2,0,17250000,134503,RPTOMLPKKHPFFEA38CA,3,1,0,108,413855.3846153846,151.53846153846155,394.6153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1186727,121.507705
358,臺北市北投區立功街79巷1~30號,795.0,2.0,3,48,704.37,0,2,1,0,157710000,223902,RPTNMLQKKHPFFEA48DA,2,1,0,108,688929.2307692308,2446.153846153846,2167.2923076923075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1258614,121.4692449
359,臺北市北投區立功街79巷1~30號,1061.0,2.0,3,47,640.42,0,2,1,0,210470000,328644,RPTPMLSKKHPFFEA88DA,2,2,0,108,1011212.3076923076,3264.6153846153843,1970.5230769230768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1258614,121.4692449
360,臺北市北投區建民路91巷2弄1~30號,24.5,4.0,4,44,73.8,3,2,2,0,13500000,182927,RPQNMLSJKHPFFEA28DA,1,1,0,108,562852.3076923076,75.38461538461539,227.07692307692307,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1091181,121.517013
361,臺北市北投區中央北路三段40巷34弄1~30號,25.06,21.0,4,9,182.67,3,2,2,1,22700000,138267,RPTNMLSJKHPFFEA58DA,1,1,1,108,425436.92307692306,77.1076923076923,562.0615384615384,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1395359,121.4850091
362,臺北市北投區石牌路一段71巷3弄1~30號,29.5,4.0,4,44,110.1,3,1,1,0,13500000,122616,RPUNMLRKKHPFFEA58CA,1,1,0,109,377280.0,90.76923076923076,338.7692307692307,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1137724,121.511072
363,臺北市北投區石牌路一段71巷1~30號,21.72,7.0,4,43,103.29,3,2,1,1,17800000,172330,RPROMLRKKHPFFEA38CA,1,1,0,109,530246.1538461539,66.83076923076922,317.81538461538463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1137752,121.5110844
364,臺北市北投區榮華三路31~60號,43.5,4.0,4,47,107.26,3,2,2,0,17300000,161290,RPWPMLLKKHPFFEA38CA,1,1,0,109,496276.92307692306,133.84615384615384,330.03076923076924,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1138909,121.5208202
365,臺北市北投區致遠一路一段104巷1~30號,24.14,11.0,4,14,104.42,2,2,2,1,20400000,195365,RPPPMLRKKHPFFEA38DA,1,1,1,108,601123.0769230769,74.27692307692308,321.2923076923077,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1098621,121.5154194
366,臺北市北投區中央北路四段456巷5弄1~30號,41.45,4.0,4,40,99.59,3,1,1,0,9800000,98403,RPWNMLLKKHPFFEA18CA,3,1,0,108,302778.4615384615,127.53846153846155,306.4307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1294285,121.4696083
367,臺北市北投區裕民二路61~90號,10.42,19.0,4,8,158.79000000000002,2,2,2,1,29000000,182631,RPROMLMKKHPFFEA87CA,1,1,1,109,561941.5384615385,32.06153846153846,488.5846153846154,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1142414,121.5164232
368,臺北市北投區三合街一段82巷91~120號,42.32,9.0,4,5,273.82,3,2,3,1,41880000,184621,RPSOMLMKKHPFFEA97CA,1,1,2,108,568064.6153846154,130.2153846153846,842.5230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1290294,121.5043739
369,臺北市北投區承德路七段361~390號,23.87,23.0,4,26,180.78,3,2,2,1,25000000,138290,RPOPMLMKKHPFFEA67CA,1,1,1,108,425507.6923076923,73.44615384615385,556.2461538461538,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1181881,121.5023211
370,臺北市北投區溫泉路58巷1~30號,93.46,6.0,4,17,302.39,4,2,3,1,38000000,125666,RPQPMLMKKHPFFEA87CA,1,1,2,109,386664.6153846154,287.5692307692307,930.4307692307691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1341373,121.5040508
371,臺北市北投區尊賢街249巷1~30號,44.17,4.0,4,44,110.79,3,2,1,0,13850000,125011,RPTNMLNKKHPFFEA08CA,1,1,0,108,384649.23076923075,135.90769230769232,340.8923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1175581,121.5066649
372,臺北市北投區明德路31~60號,29.97,,2,110,9.55,0,0,0,0,9065547,949272,RPSNMLRKKHPFFEA38CA,4,2,0,109,2920836.923076923,92.21538461538461,29.384615384615387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1073492,121.5176863
373,臺北市北投區行義路130巷1~30號,35.43,7.0,4,40,167.20999999999998,3,2,2,1,14000000,83727,RPTNMLTKKHPFFEA68CA,4,1,0,109,257621.53846153844,109.0153846153846,514.4923076923076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1292089,121.528956
374,臺北市北投區中央北路四段18巷1~30號,28.66,4.0,4,42,94.7,3,2,1,0,8880000,93770,RPUPMLSKKHPFFEA98DA,1,1,0,108,288523.07692307694,88.18461538461538,291.38461538461536,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1356378,121.4783283
375,臺北市北投區知行路1~30號,68.44,1.0,3,54,64.26,4,4,2,0,12880000,200436,RPROMLLLKHPFFEA97DA,2,1,0,108,616726.1538461539,210.58461538461538,197.72307692307695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1180269,121.465318
376,臺北市北投區磺港路1~30號,16.22,9.0,4,32,117.91,3,1,3,1,18000000,152659,RPVPMLQLKHPFFEA98DA,2,1,0,108,469720.0,49.9076923076923,362.79999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1332219,121.502156
377,臺北市北投區稻香路31~60號,38.72,7.0,4,3,184.31,3,2,2,1,20600000,146518,RPWOMLTJLHPFFEA09CA,1,1,1,109,450824.6153846154,119.13846153846153,567.1076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1392684,121.4901732
378,臺北市北投區尊賢街218巷1~30號,34.25,4.0,4,46,100.58,3,2,2,0,10730000,106681,RPOQMLQLLHPFFEA38CA,1,1,0,109,328249.23076923075,105.38461538461539,309.4769230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1157688,121.508011
379,臺北市北投區崇仁路一段158巷1~30號,32.74,5.0,4,41,110.05,3,2,2,0,12500000,113585,RPOOMLTKKHPFFEA28CA,1,1,0,109,349492.3076923077,100.73846153846154,338.6153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1232052,121.5021904
380,臺北市北投區石牌路二段343巷1~30號,12.34,6.0,4,23,38.59,1,1,1,1,7500000,194351,RPSNMLNKKHPFFEA97CA,1,1,0,108,598003.0769230769,37.96923076923077,118.73846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1231392,121.5246335
381,臺北市北投區泉源路1~30號,17.03,8.0,4,42,88.82000000000001,2,2,2,0,11000000,123846,RPXOMLMKKHPFFEA48CA,2,1,0,108,381064.6153846154,52.4,273.2923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.143344,121.518621
382,臺北市北投區致遠二路61巷1~30號,37.5,4.0,4,44,96.85,3,2,2,0,16580000,171193,RPUPMLOKKHPFFEA48CA,1,1,0,109,526747.6923076923,115.38461538461539,298.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1148427,121.5115166
383,臺北市北投區石牌路二段315巷34弄1~30號,9.87,7.0,4,2,39.44,1,1,1,1,8460000,214503,RPTNMLPKKHPFFEA28CA,1,1,0,109,660009.2307692308,30.369230769230764,121.35384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1238688,121.5222642
384,臺北市北投區三合街一段82巷91~120號,39.78,9.0,4,2,229.56,3,2,2,0,40580000,201113,RPWNMLPKKHPFFEA58CA,1,1,2,108,618809.2307692308,122.4,706.3384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1290294,121.5043739
385,臺北市北投區三合街一段82巷121~150號,32.44,9.0,4,2,194.81,3,2,2,0,32500000,197870,RPXNMLPKKHPFFEA68CA,1,1,1,108,608830.7692307692,99.8153846153846,599.4153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1298463,121.5040032
386,臺北市北投區三合街一段82巷121~150號,44.47,9.0,4,2,251.76999999999998,4,2,2,0,42850000,190606,RPOOMLPKKHPFFEA87CA,1,1,2,108,586480.0,136.83076923076922,774.676923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1298463,121.5040032
387,臺北市北投區同德街1~30號,11.31,15.0,4,16,46.58,2,1,1,1,11680000,250751,RPRNMLOKKHPFFEA97CA,1,1,0,108,771541.5384615384,34.8,143.3230769230769,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1253233,121.5282582
388,臺北市北投區公?路331~360號,31.99,5.0,4,38,111.94,3,2,2,0,12700000,113454,RPVNMLSKKHPFFEA78CA,1,1,0,108,349089.23076923075,98.43076923076923,344.4307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1163085,121.5181363
389,臺北市北投區中和街493巷1~30號,30.89,5.0,4,39,140.47,3,2,2,0,12500000,88987,RPRNMLRKKHPFFEA28CA,1,1,0,108,273806.1538461538,95.04615384615384,432.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.144355,121.494376
390,臺北市北投區三合街一段31~60號,21.64,10.0,4,4,153.25,2,1,1,1,25000000,205975,RPPQMLLKLHPFFEA87CA,1,1,1,108,633769.2307692308,66.58461538461539,471.53846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
391,臺北市北投區自強街61~90號,32.43,9.0,4,5,173.24,3,2,2,1,32890000,216519,RPOPMLLLKHPFFEA77DA,1,1,1,108,666212.3076923076,99.78461538461538,533.0461538461539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1106951,121.5139324
392,臺北市北投區中央北路四段354巷1~30號,25.05,5.0,4,38,94.69,3,2,1,0,10200000,107720,RPQOMLKLKHPFFEA77DA,1,1,0,108,331446.1538461538,77.07692307692308,291.3538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1303617,121.4715691
393,臺北市北投區文林北路16巷1~30號,68.52,8.0,4,8,212.62,4,2,2,1,34080000,160286,RPVNMLQKKHPFFEA68DA,1,1,1,108,493187.6923076923,210.83076923076922,654.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1045697,121.5193874
394,臺北市北投區文化三路61~90號,31.71,7.0,4,36,118.04,3,1,1,1,18100000,153338,RPPNMLRKKHPFFEA18DA,1,1,0,109,471809.23076923075,97.56923076923077,363.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1394116,121.4981165
395,臺北市北投區三合街一段31~60號,14.65,10.0,4,4,72.02,2,1,1,1,15650000,217301,RPPOMLNKLHPFFEA87CA,1,1,0,108,668618.4615384615,45.07692307692307,221.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
396,臺北市北投區三合街一段31~60號,14.58,10.0,4,4,71.61,2,1,1,1,16000000,223432,RPROMLNKLHPFFEA08CA,1,1,0,108,687483.0769230769,44.86153846153846,220.33846153846153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
