,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度
876,臺北市北投區中山北路七段219巷3弄271~300號,55.3,7.0,4,14,143.79,2,2,2,1,18300000,127269,RPSNMLRLNHPFFEA78CA,1,1,1,109,391596.92307692306,170.15384615384613,442.4307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1281062,121.5323757
877,臺北市北投區石牌路二段343巷1~30號,21.81,6.0,4,3,105.53999999999999,2,1,1,1,20200000,213866,RPUNMLNJOHPFFEA48CA,1,1,1,109,658049.2307692308,67.1076923076923,324.7384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1231392,121.5246335
878,臺北市北投區大同街91~120號,26.18,8.0,4,6,202.2,3,2,2,1,25880000,160203,RPOPMLTLNHPFFEA78CA,1,1,1,109,492932.3076923077,80.55384615384615,622.1538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1341,121.4983291
879,臺北市北投區崗山路1~30號,34.11,4.0,4,42,97.11,3,2,2,0,8500000,87530,RPWOMLSLNHPFFEA76CA,4,1,0,109,269323.07692307694,104.95384615384614,298.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.13993,121.4868574
880,臺北市北投區實踐街31~60號,31.0,4.0,3,51,92.4,3,2,1,0,12000000,129870,RPTPMLRLNHPFFEA09CA,1,1,0,109,399600.0,95.38461538461539,284.3076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1152293,121.5085421
881,臺北市北投區幽雅路1~30號,8.83,13.0,4,12,54.599999999999994,1,1,1,1,6280000,115018,RPPNMLSLNHPFFEA58CA,1,1,0,109,353901.53846153844,27.16923076923077,167.99999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.137655,121.513193
882,臺北市北投區榮華一路2巷1~30號,15.53,7.0,4,14,58.589999999999996,2,2,2,1,14000000,238949,RPQNMLSLNHPFFEA68CA,1,1,0,109,735227.6923076923,47.78461538461538,180.27692307692305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1126704,121.5242752
883,臺北市北投區義理街63巷1~30號,44.7,5.0,4,32,181.54,4,2,2,1,25000000,137711,RPPNMLNLOHPFFEA18CA,1,1,1,109,423726.1538461538,137.53846153846155,558.5846153846153,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1175365,121.514563
884,臺北市北投區東華街二段300巷1~30號,82.53,5.0,4,10,230.5,4,2,2,1,40000000,173536,RPQOMLTJOHPFFEA78CA,1,1,1,109,533956.923076923,253.93846153846152,709.2307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1221857,121.5049448
885,臺北市北投區石牌路一段166巷91~120號,16.8,5.0,4,44,55.82,2,1,1,0,9080000,162666,RPWNMLTLNHPFFEA76CA,1,1,0,109,500510.7692307692,51.69230769230769,171.75384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1124236,121.5151343
886,臺北市北投區中央南路一段102巷16弄1~30號,31.5,4.0,4,44,83.65,3,2,1,0,10500000,125523,RPOPMLSLNHPFFEA68CA,1,1,0,109,386224.6153846154,96.92307692307692,257.3846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1310613,121.5004355
887,臺北市北投區光明路181~210號,4.09,14.0,4,16,37.7,0,0,0,1,5550000,147215,RPVOMLSLNHPFFEA66CA,1,1,0,109,452969.23076923075,12.584615384615384,116.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1357587,121.5029471
888,臺北市北投區珠海路1~30號,11.25,4.0,3,54,38.76,2,2,1,0,3000000,77399,RPWOMLMJOHPFFEA68CA,1,1,0,109,238150.76923076922,34.61538461538461,119.26153846153845,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1377908,121.5015551
889,臺北市北投區石牌路二段315巷34弄1~30號,9.82,7.0,4,2,39.44,1,1,1,1,8190000,207657,RPXNMLMJOHPFFEA68CA,1,1,0,109,638944.6153846154,30.215384615384615,121.35384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1238688,121.5222642
890,臺北市北投區中央北路四段540巷1~30號,125.42,3.0,4,16,258.71999999999997,5,2,3,1,26400000,102041,RPPNMLLJOHPFFEA77CA,1,1,0,109,313972.3076923077,385.9076923076923,796.0615384615384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1280276,121.467709
891,臺北市北投區天母西路121~150號,35.84,7.0,4,12,189.36,3,2,2,0,36800000,194339,RPSNMLLJOHPFFEA08CA,1,1,1,109,597966.1538461539,110.27692307692308,582.6461538461539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1182863,121.5281742
892,臺北市北投區清江路31~60號,35.5,4.0,4,47,94.0,3,2,1,0,12000000,127660,RPTNMLLJOHPFFEA18CA,1,1,0,109,392800.0,109.23076923076923,289.2307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.131244,121.5020297
893,臺北市北投區同德街1~30號,17.65,15.0,4,16,104.31,2,1,2,1,19000000,182149,RPUNMLLJOHPFFEA28CA,1,1,1,109,560458.4615384615,54.3076923076923,320.95384615384614,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1253233,121.5282582
894,臺北市北投區清江路91巷1~30號,128.0,2.0,3,49,161.18,4,2,2,0,28500000,176821,RPPOMLTLNHPFFEA78CA,2,1,0,109,544064.6153846154,393.8461538461538,495.9384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1299379,121.501964
895,臺北市北投區溫泉路銀光巷4弄1~30號,238.41,5.0,4,7,298.5,3,2,3,1,53880000,202328,RPPQMLOJOHPFFEA38CA,2,1,2,109,622547.6923076923,733.5692307692308,918.4615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1360244,121.5132457
896,臺北市北投區西安街一段299巷1~30號,16.5,4.0,4,49,40.02,2,2,1,0,7250000,181159,RPOOMLPKOHPFFEA28CA,1,1,0,109,557412.3076923076,50.76923076923077,123.13846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1125457,121.5162974
897,臺北市北投區泉源路31~60號,33.57,12.0,4,21,169.29000000000002,3,2,2,1,16220000,112568,RPSPMLSJOHPFFEA09DA,1,1,1,109,346363.07692307694,103.29230769230769,520.8923076923078,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.136727,121.50415
898,臺北市北投區中央北路三段102巷1~30號,197.91,4.0,4,18,441.14,5,4,3,1,55700000,126264,RPSOMLSJOHPFFEA98DA,1,1,2,109,388504.6153846154,608.9538461538461,1357.353846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1377369,121.483872
899,臺北市北投區公路257巷5弄1~30號,64.65,5.0,4,31,240.77999999999997,5,2,3,1,18700000,77664,RPTQMLQKOHPFFEA56DA,1,1,1,109,238966.15384615384,198.92307692307693,740.8615384615383,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1151759,121.515018
900,臺北市北投區立農街二段202巷9弄1~30號,29.9,5.0,4,40,97.38,3,2,2,0,13100000,134525,RPQOMLMJOHPFFEA08CA,1,1,0,109,413923.07692307694,91.99999999999999,299.6307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1179511,121.5137739
901,臺北市北投區石牌路一段39巷80弄1~30號,27.5,5.0,4,39,98.9,4,2,1,0,13880000,140344,RPOPMLSKOHPFFEA78DA,2,1,0,109,431827.6923076923,84.61538461538461,304.3076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1157279,121.509886
902,臺北市北投區石牌路二段348巷1~30號,18.17,5.0,4,21,59.79,2,1,1,1,10800000,171492,RPROMLSJOHPFFEA88DA,1,1,1,109,527667.6923076923,55.90769230769231,183.96923076923076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1230468,121.5250022
903,臺北市北投區致遠一路一段125巷1~30號,19.0,4.0,4,45,69.55,3,2,1,0,11300000,162473,RPPPMLNJOHPFFEA18CA,1,1,0,109,499916.92307692306,58.46153846153846,213.99999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1101249,121.5148054
904,臺北市北投區石牌路一段39巷36弄1~30號,30.0,4.0,4,48,86.63,2,2,1,0,12060000,139213,RPUNMLOJOHPFFEA58CA,1,1,0,109,428347.6923076923,92.3076923076923,266.5538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1145783,121.5099461
905,臺北市北投區天母西路117巷52弄1~30號,97.45,7.0,4,22,267.78,3,2,3,0,60000000,224065,RPUNMLPJOHPFFEA68CA,1,1,2,109,689430.7692307692,299.84615384615387,823.9384615384614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1212558,121.5247591
906,臺北市北投區自強街61~90號,20.53,9.0,4,5,90.65,2,2,1,1,18300000,201875,RPWQMLOJOHPFFEA09CA,1,1,0,109,621153.8461538461,63.16923076923077,278.9230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1106951,121.5139324
907,臺北市北投區石牌路二段315巷31~60號,44.64,11.0,4,8,218.34,2,2,2,1,31000000,141980,RPXOMLMKOHPFFEA88CA,1,1,1,109,436861.53846153844,137.35384615384615,671.8153846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1236626,121.5219701
908,臺北市北投區致遠二路87巷1~30號,18.38,8.0,4,2,88.12,2,2,1,1,18680000,211984,RPPQMLLKOHPFFEA18CA,1,1,0,109,652258.4615384615,56.55384615384615,271.13846153846157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1161775,121.5115708
909,臺北市北投區紗帽路91~120號,8.55,10.0,4,43,82.86999999999999,1,1,1,1,8500000,102570,RPXOMLMJPHPFFEA88CA,1,1,0,109,315600.0,26.30769230769231,254.98461538461535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1440357,121.5379955
910,臺北市北投區榮華二路1~30號,20.38,8.0,4,41,108.74,3,2,2,0,20000000,183925,RPROMLPKOHPFFEA58CA,2,1,0,109,565923.0769230769,62.707692307692305,334.58461538461535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1133546,121.5243777
911,臺北市北投區知行路293巷1~30號,14.04,11.0,4,12,83.92,2,1,1,1,9660000,130495,RPWPMLSJOHPFFEA86DA,1,1,1,109,401523.07692307694,43.199999999999996,258.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1218271,121.4671598
912,臺北市北投區大興街9巷1~30號,31.12,5.0,4,38,111.14,3,2,2,0,7500000,67482,RPSPMLQKOHPFFEA98DA,1,1,0,109,207636.92307692306,95.75384615384615,341.96923076923076,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1300784,121.4975801
913,臺北市北投區三合街一段82巷62弄1~30號,38.18,9.0,4,6,261.86,3,2,2,1,40380000,154205,RPRNMLSJOHPFFEA68CA,1,1,1,109,474476.92307692306,117.47692307692307,805.723076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.128658,121.5052418
914,臺北市北投區裕民六路121~150號,18.87,14.0,4,6,224.95,4,2,2,1,50500000,224494,RPVNMLSJOHPFFEA09CA,1,1,1,109,690750.7692307692,58.06153846153846,692.1538461538461,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1149457,121.5177371
915,臺北市北投區文林北路80巷59弄1~30號,31.91,5.0,4,44,121.8,3,2,2,0,8500000,69787,RPQOMLSJOHPFFEA68CA,1,1,0,109,214729.23076923075,98.18461538461538,374.7692307692308,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1063532,121.5193553
916,臺北市北投區文林北路75巷61~90號,47.54,13.0,4,4,191.86,3,2,2,1,23380000,121860,RPVOMLKKOHPFFEA48CA,1,1,1,109,374953.8461538461,146.27692307692308,590.3384615384616,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1032088,121.5170268
917,臺北市北投區尊賢街218巷25弄1~30號,23.12,4.0,4,47,44.32,3,1,1,0,5350000,120713,RPRQMLLKOHPFFEA38CA,2,1,0,109,371424.6153846154,71.13846153846154,136.36923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1166209,121.5088332
918,臺北市北投區東華街二段331~360號,73.68,2.0,3,49,101.92,6,1,3,0,11000000,107928,RPUPMLLKOHPFFEA58CA,1,1,0,109,332086.1538461538,226.70769230769233,313.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.1207311,121.5053683
919,臺北市北投區石牌路一段39巷131弄1~30號,36.11,12.0,4,7,197.21,3,2,2,1,38880000,197150,RPVPMLLKOHPFFEA68CA,3,1,1,109,606615.3846153846,111.1076923076923,606.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1177692,121.5098858
920,臺北市北投區致遠二路87巷1~30號,19.36,8.0,4,2,112.62,2,2,1,1,22800000,220858,RPXPMLLKOHPFFEA88CA,1,1,1,109,679563.0769230769,59.569230769230764,346.5230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1161775,121.5115708
921,臺北市北投區秀山路1~30號,34.1,5.0,4,42,102.15,4,2,2,0,9250000,90553,RPOQMLKMOHPFFEA18CA,1,1,0,109,278624.6153846154,104.92307692307692,314.3076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1423116,121.4905186
922,臺北市北投區承德路七段361~390號,23.87,23.0,4,26,186.73,4,2,2,1,25300000,135490,RPTNMLOLOHPFFEA68CA,1,1,1,109,416892.3076923077,73.44615384615385,574.553846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1181881,121.5023211
923,臺北市北投區中和街525巷1~30號,31.75,4.0,4,44,92.08,3,2,2,0,12300000,133579,RPTOMLPKOHPFFEA78CA,1,1,0,109,411012.3076923077,97.6923076923077,283.3230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1446247,121.4935161
924,臺北市北投區大度路三段270巷61~90號,17.82,19.0,4,9,103.03,2,2,1,1,16550000,160633,RPVNMLTJOHPFFEA66DA,1,1,0,109,494255.3846153846,54.83076923076923,317.0153846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.12453,121.4672714
925,臺北市北投區行義路58巷1~30號,29.32,5.0,4,38,104.94999999999999,3,2,2,0,11700000,111482,RPTOMLMLOHPFFEA68DA,1,1,0,109,343021.53846153844,90.21538461538461,322.92307692307685,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1260661,121.5279504
926,臺北市北投區吉利街127巷1~30號,12.97,10.0,4,13,82.06,1,1,1,1,10150000,184626,RPUOMLKKOHPFFEA48DA,1,1,1,109,568080.0,39.90769230769231,252.4923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1189233,121.5070864
927,臺北市北投區三合街一段31~60號,14.58,10.0,4,4,71.61,2,1,1,1,15200000,212261,RPPPMLLKOHPFFEA18DA,1,1,0,109,653110.7692307692,44.86153846153846,220.33846153846153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1268606,121.504756
928,臺北市北投區裕民1路40巷1~30號,23.41,5.0,4,41,97.93,3,2,2,0,13000000,132748,RPWOMLMKOHPFFEA88DA,1,1,0,109,408455.3846153846,72.03076923076922,301.32307692307694,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1164524,121.5179831
929,臺北市北投區裕民1路40巷1~30號,23.41,5.0,4,41,97.93,3,2,2,0,13000000,132748,RPSNMLPKOHPFFEA68DA,1,1,0,109,408455.3846153846,72.03076923076922,301.32307692307694,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1164524,121.5179831
930,臺北市北投區裕民1路40巷1~30號,23.41,5.0,4,41,97.93,3,2,2,0,13000000,132748,RPUNMLPKOHPFFEA88DA,1,1,0,109,408455.3846153846,72.03076923076922,301.32307692307694,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1164524,121.5179831
931,臺北市北投區中華街1~30號,45.87,7.0,4,25,147.68,3,2,2,1,16100000,109020,RPRNMLOKOHPFFEA48DA,1,1,0,109,335446.1538461538,141.1384615384615,454.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.141951,121.501503
932,臺北市北投區知行路61~90號,26.46,5.0,4,40,100.60000000000001,3,1,1,0,3000000,29821,RPWPMLKLOHPFFEA78CA,3,1,0,109,91756.92307692308,81.41538461538461,309.53846153846155,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1181949,121.4674454
933,臺北市北投區泉源路31~60號,45.97,7.0,4,39,266.07,5,2,3,1,15300000,57504,RPQPMLTJOHPFFEA88CA,2,2,0,109,176935.3846153846,141.44615384615383,818.676923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.136727,121.50415
934,臺北市北投區文化三路151~180號,30.92,10.0,4,2,162.78,2,2,2,1,20100000,138708,RPSNMLMKOHPFFEA28CA,1,1,1,109,426793.8461538461,95.13846153846154,500.86153846153843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1404883,121.4989677
935,臺北市北投區永興路二段31~60號,18.66,10.0,4,7,102.75,1,1,1,1,15300000,148905,RPQQMLLKOHPFFEA28CA,1,1,0,109,458169.23076923075,57.41538461538461,316.15384615384613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1400235,121.5018353
936,臺北市北投區文林北路94巷5弄1~30號,17.07,11.0,4,40,132.8,3,2,2,0,20500000,154367,RPQOMLKKOHPFFEA97CA,1,1,0,109,474975.3846153846,52.52307692307692,408.61538461538464,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1061809,121.517476
937,臺北市北投區民族街1~30號,43.97,7.0,4,7,206.16,2,2,2,1,36500000,177047,RPROMLKKOHPFFEA08CA,1,1,1,109,544760.0,135.29230769230767,634.3384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.132539,121.5040669
938,臺北市北投區民族街1~30號,40.05,7.0,4,7,181.88,3,2,2,1,33500000,184187,RPSOMLKKOHPFFEA18CA,1,1,1,109,566729.2307692308,123.23076923076921,559.6307692307691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.132539,121.5040669
939,臺北市北投區實踐街56巷1~30號,52.25,4.0,4,48,120.01,3,2,2,0,15000000,124990,RPSOMLLKOHPFFEA28CA,1,1,0,109,384584.6153846154,160.76923076923077,369.26153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1149989,121.5096215
940,臺北市北投區大同街211~240號,52.14,14.0,4,16,208.02999999999997,3,2,2,1,31000000,149017,RPVOMLLKOHPFFEA58CA,1,1,1,109,458513.8461538461,160.43076923076922,640.0923076923076,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.1378439,121.4990857
941,臺北市北投區泉源路31~60號,13.49,10.0,4,23,40.61,1,1,1,1,5350000,131741,RPOPMLNLOHPFFEA28CA,1,1,0,109,405356.92307692306,41.50769230769231,124.95384615384614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.136727,121.50415
942,臺北市北投區文林北路80巷31~60號,31.33,3.0,3,51,73.84,4,2,2,0,11000000,148971,RPOPMLPKOHPFFEA38CA,1,1,0,109,458372.3076923077,96.39999999999999,227.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1059385,121.5185592
943,臺北市北投區珠海路1~30號,22.25,4.0,3,54,81.0,2,2,1,0,10300000,127160,RPPNMLOKOHPFFEA28DA,1,1,0,109,391261.53846153844,68.46153846153845,249.23076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1377908,121.5015551
944,臺北市北投區三合街一段61~90號,50.61,9.0,4,7,333.22,0,0,0,1,51600000,184745,RPQNMLOKOHPFFEA38DA,1,1,2,109,568446.1538461539,155.72307692307692,1025.2923076923078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.126853,121.5047017
945,臺北市北投區明德路121~150號,24.24,4.0,4,45,78.72,4,4,2,0,12600000,160061,RPRQMLMLOHPFFEA68DA,1,1,0,109,492495.3846153846,74.58461538461538,242.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1099644,121.5199813
946,臺北市北投區知行路331~360號,4.91,13.0,4,24,33.38,1,0,1,1,4250000,127322,RPTOMLKMOHPFFEA58DA,1,1,0,109,391760.0,15.107692307692307,102.70769230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1229016,121.4667519
947,臺北市北投區公館路31~60號,44.89,10.0,4,10,224.20999999999998,3,2,2,1,29180000,150141,RPXOMLOLOHPFFEA66DA,1,1,1,109,461972.3076923077,138.12307692307692,689.8769230769229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1330976,121.5031447
948,臺北市北投區立農街一段391~420號,34.12,4.0,4,44,114.41,3,2,2,0,13200000,115375,RPUOMLMLOHPFFEA78DA,3,1,0,109,355000.0,104.98461538461537,352.0307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1196547,121.5089111
949,臺北市北投區大度路三段301巷1~30號,12.21,7.0,4,14,46.84,1,1,1,0,6300000,134500,RPQNMLNKOHPFFEA28DA,1,1,0,109,413846.1538461538,37.56923076923077,144.12307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1230096,121.4664049
950,臺北市北投區溫泉路61~90號,5.38,7.0,4,40,46.03,1,1,1,1,4500000,97762,RPXQMLSLPHPFFEA27CA,1,1,0,109,300806.1538461538,16.553846153846152,141.63076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1350897,121.5047225
951,臺北市北投區明德路1~30號,12.78,7.0,4,21,59.53,3,1,2,1,9000000,151159,RPWOMLRJPHPFFEA66CA,1,1,1,109,465104.6153846154,39.32307692307692,183.16923076923078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.106544,121.5168576
952,臺北市北投區公?路209巷1~30號,51.27,5.0,4,7,102.62,2,2,1,0,17380000,169363,RPPPMLTLOHPFFEA98CA,3,1,1,109,521116.92307692306,157.75384615384615,315.75384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1273867,121.508377
953,臺北市北投區崇仁路一段156巷1~30號,32.93,5.0,4,41,106.0,3,2,2,0,13400000,126415,RPWPMLTKOHPFFEA96CA,1,1,0,109,388969.23076923075,101.32307692307693,326.15384615384613,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1236278,121.5020392
954,臺北市北投區石牌路二段348巷1~30號,14.37,9.0,4,27,49.99,1,1,1,0,8250000,165033,RPTPMLLKOHPFFEA48CA,1,1,0,109,507793.8461538461,44.215384615384615,153.81538461538463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1230468,121.5250022
955,臺北市北投區天母西路117巷61~90號,89.55,12.0,4,6,506.94,0,0,0,1,93000000,219769,RPUNMLMKOHPFFEA48CA,1,1,6,109,676212.3076923076,275.53846153846155,1559.8153846153846,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.121943,121.524729
956,臺北市北投區致遠二路87巷1~30號,18.38,8.0,4,2,88.13,2,2,1,1,21500000,243958,RPVOMLMKOHPFFEA68CA,1,1,0,109,750640.0,56.55384615384615,271.16923076923075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1161775,121.5115708
957,臺北市北投區西安街二段241~270號,6.68,7.0,4,12,27.51,1,1,1,1,6100000,221738,RPTOMLMKOHPFFEA48CA,1,1,0,109,682270.7692307692,20.553846153846152,84.64615384615385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.120156,121.5084188
958,臺北市北投區中山路1~30號,4.97,8.0,4,40,35.79,1,1,1,1,3550000,99190,RPPPMLMKOHPFFEA18CA,1,1,0,109,305200.0,15.292307692307691,110.12307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1370957,121.5046366
959,臺北市北投區溫泉路68巷6弄1~30號,42.05,10.0,4,7,240.54,3,2,2,1,24500000,101854,RPRPMLMKOHPFFEA38CA,1,1,2,109,313396.92307692306,129.38461538461536,740.1230769230768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1344447,121.5056428
960,臺北市北投區吉利街106巷1~30號,21.25,8.0,4,3,105.37,2,1,1,1,16680000,166301,RPWOMLTKOHPFFEA86CA,1,1,1,109,511695.3846153846,65.38461538461539,324.2153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1179799,121.5059973
961,臺北市北投區立農街一段391~420號,34.12,4.0,4,44,114.41,3,2,1,0,20500000,179180,RPRNMLQLOHPFFEA68CA,3,1,0,109,551323.0769230769,104.98461538461537,352.0307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.1196547,121.5089111
962,臺北市北投區文林北路1~30號,41.59,14.0,4,8,180.62,3,2,2,1,30580000,169306,RPVOMLPKOHPFFEA98CA,2,1,0,109,520941.53846153844,127.96923076923078,555.7538461538461,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.107567,121.5143293
963,臺北市北投區溫泉路121~150號,173.9,5.0,4,7,287.09000000000003,3,2,3,1,53500000,199050,RPQNMLRKOHPFFEA58CA,1,1,1,109,612461.5384615385,535.0769230769231,883.3538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1367187,121.5122844
964,臺北市北投區稻香路151~180號,74.27,5.0,4,4,295.0,4,2,3,1,36800000,124746,RPXQMLQJPHPFFEA86CA,1,1,2,109,383833.8461538461,228.5230769230769,907.6923076923076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.1424409,121.489377
965,臺北市北投區公路276巷1~30號,9.64,5.0,4,25,31.59,1,1,1,0,4600000,145616,RPOQMLSKOHPFFEA88DA,1,1,0,109,448049.23076923075,29.661538461538463,97.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25.1253728,121.5074289
966,臺北市北投區中山路31~60號,11.56,12.0,4,37,65.13,1,1,1,1,4800000,73699,RPWNMLOLOHPFFEA09DA,8,1,0,109,226766.15384615384,35.56923076923077,200.39999999999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.138522,121.511218
